  1.  316.470001  0.
  2.  316.649994  0.
  3.  317.709991  0.
  4.  318.290009  0.
  5.  318.290009  0.
  6.  316.549988  0.
  7.  314.799988  0.
  8.  313.839996  0.
  9.  313.339996  0.
  10.  314.809998  0.
  11.  315.589996  0.
  12.  316.429993  0.
  13.  316.970001  0.
  14.  317.579987  0.
  15.  319.029999  0.
  16.  320.029999  0.
  17.  319.589996  0.
  18.  318.179993  0.
  19.  315.910004  0.
  20.  314.160004  0.
  21.  313.829987  0.
  22.  315.  0.
  23.  316.190002  0.
  24.  316.890015  0.
  25.  317.700012  0.
  26.  318.540009  0.
  27.  319.480011  0.
  28.  320.579987  0.
  29.  319.779999  0.
  30.  318.579987  0.
  31.  316.790009  0.
  32.  314.98999  0.
  33.  315.309998  0.
  34.  316.100006  0.
  35.  317.01001  0.
  36.  317.940002  0.
  37.  318.559998  0.
  38.  319.690002  0.
  39.  320.579987  0.
  40.  321.01001  0.
  41.  320.609985  0.
  42.  319.609985  0.
  43.  317.399994  0.
  44.  316.26001  0.
  45.  315.420013  0.
  46.  316.690002  0.
  47.  317.690002  0.
  48.  318.73999  0.
  49.  319.079987  0.
  50.  319.859985  0.
  51.  321.390015  0.
  52.  322.23999  0.
  53.  321.470001  0.
  54.  319.73999  0.
  55.  317.769989  0.
  56.  316.209991  0.
  57.  315.98999  0.
  58.  317.070007  0.
  59.  318.359985  0.
  60.  319.570007  0.
  61.  322.230011  0.
  62.  321.890015  0.
  63.  320.440002  0.
  64.  318.700012  0.
  65.  316.700012  0.
  66.  316.869995  0.
  67.  317.679993  0.
  68.  318.709991  0.
  69.  319.440002  0.
  70.  320.440002  0.
  71.  320.890015  0.
  72.  322.130005  0.
  73.  322.160004  0.
  74.  321.869995  0.
  75.  321.209991  0.
  76.  318.869995  0.
  77.  317.809998  0.
  78.  317.299988  0.
  79.  318.869995  0.
  80.  319.420013  0.
  81.  320.619995  0.
  82.  321.589996  0.
  83.  322.390015  0.
  84.  323.700012  0.
  85.  324.070007  0.
  86.  323.75  0.
  87.  322.399994  0.
  88.  320.369995  0.
  89.  318.640015  0.
  90.  318.100006  0.
  91.  319.790009  0.
  92.  321.029999  0.
  93.  322.329987  0.
  94.  322.5  0.
  95.  323.040009  0.
  96.  324.420013  0.
  97.  325.  0.
  98.  324.089996  0.
  99.  322.549988  0.
  100.  320.920013  0.
  101.  319.26001  0.
  102.  319.390015  0.
  103.  320.720001  0.
  104.  321.959991  0.
  105.  322.570007  0.
  106.  323.149994  0.
  107.  323.890015  0.
  108.  325.019989  0.
  109.  325.570007  0.
  110.  325.359985  0.
  111.  324.140015  0.
  112.  322.109985  0.
  113.  320.329987  0.
  114.  320.25  0.
  115.  321.320007  0.
  116.  322.899994  0.
  117.  324.  0.
  118.  324.420013  0.
  119.  325.640015  0.
