  0.001953125  237.630325
  0.00390625  204.998688
  0.005859375  184.123779
  0.0078125  230.728241
  0.009765625  355.405701
  0.01171875  320.741211
  0.013671875  320.626526
  0.015625  317.310211
  0.017578125  326.889496
  0.01953125  338.316406
  0.021484375  329.263855
  0.0234375  275.843842
  0.025390625  295.654236
  0.02734375  311.391907
  0.029296875  309.415161
  0.03125  303.063721
  0.033203125  325.217682
  0.03515625  312.741058
  0.037109375  327.23703
  0.0390625  328.554047
  0.041015625  313.55191
  0.04296875  323.266968
  0.044921875  316.55481
  0.046875  311.812988
  0.048828125  322.665009
  0.05078125  315.241882
  0.052734375  319.013977
  0.0546875  297.803253
  0.056640625  315.572449
  0.05859375  302.377136
  0.060546875  310.970917
  0.0625  323.235291
  0.064453125  317.175507
  0.06640625  329.957581
  0.068359375  314.901611
  0.0703125  299.304199
  0.072265625  287.240387
  0.07421875  291.372925
  0.076171875  295.20343
  0.078125  342.017181
  0.080078125  394.256073
  0.08203125  545.354065
  0.083984375  658.025696
  0.0859375  374.865601
  0.087890625  373.085419
  0.08984375  369.349792
  0.091796875  334.94104
  0.09375  303.303741
  0.095703125  292.981903
  0.09765625  291.696838
  0.099609375  302.320984
  0.1015625  326.736023
  0.103515625  323.764221
  0.10546875  327.910553
  0.107421875  324.828125
  0.109375  313.237427
  0.111328125  314.827576
  0.11328125  303.242035
  0.115234375  297.858124
  0.1171875  302.75647
  0.119140625  321.394989
  0.12109375  324.284454
  0.123046875  326.897614
  0.125  319.392792
  0.126953125  306.637756
  0.12890625  298.995544
  0.130859375  310.482941
  0.1328125  309.637848
  0.134765625  314.174805
  0.13671875  324.930237
  0.138671875  325.816711
  0.140625  323.991638
  0.142578125  320.859039
  0.14453125  309.771057
  0.146484375  312.764862
  0.1484375  309.792053
  0.150390625  312.516876
  0.15234375  320.767365
  0.154296875  326.277313
  0.15625  328.384155
  0.158203125  337.005707
  0.16015625  329.749542
  0.162109375  313.425323
  0.1640625  290.10675
  0.166015625  230.549179
  0.16796875  336.19162
  0.169921875  298.265106
  0.171875  284.346375
  0.173828125  289.660431
  0.17578125  298.739014
  0.177734375  310.399597
  0.1796875  315.440521
  0.181640625  312.27536
  0.18359375  313.54718
  0.185546875  308.824036
  0.1875  315.779236
  0.189453125  306.353943
